2,11.0983,-2.4724,0.00711,0.01886
3,11.97845,-2.6793,0.02444,0.01812
5,11.82413,-2.28931,-0.07735,0.02535
10,12.01819,-1.91394,-0.20146,0.03519
25,13.48736,-1.84775,-0.32753,0.04818
50,13.12334,-1.04283,-0.52846,0.06176
