2,12.89666,-3.55805,0.21227,0.00619
3,12.49905,-2.90429,0.04609,0.01794
5,12.28117,-2.34803,-0.11099,0.02995
10,13.6829,-2.93192,-0.00385,0.02241
25,12.69696,-1.223,-0.49561,0.06173
50,13.36862,-0.83912,-0.6688,0.07724
