2,11.08062,-1.66022,-0.28464,0.04453
3,11.54667,-1.49353,-0.3596,0.05071
5,11.76664,-1.38391,-0.3988,0.05352
10,12.084,-1.00328,-0.53661,0.06491
25,12.38592,-0.27352,-0.77352,0.0837
50,14.16172,-0.73486,-0.75377,0.08518
