2,11.51282,-2.10568,-0.16578,0.03515
3,11.1344,-1.44999,-0.34027,0.04808
5,11.41155,-1.34465,-0.38409,0.05149
10,11.54908,-0.89694,-0.53,0.06319
25,10.92111,0.5171,-0.9348,0.09473
50,11.58787,0.73605,-1.04111,0.10384
