2,11.87566,-2.78202,0.02345,0.02058
3,11.40436,-2.01001,-0.18,0.0355
5,11.42451,-1.65788,-0.2907,0.04438
10,11.51866,-1.25713,-0.41757,0.0543
25,11.30909,-0.30052,-0.70475,0.07704
50,12.16856,-0.12834,-0.82217,0.08822
