2,10.57745,-2.10106,-0.08181,0.02557
3,10.89437,-1.83103,-0.19244,0.03537
5,10.85901,-1.50267,-0.27902,0.04121
10,12.30743,-1.94991,-0.22855,0.03903
25,12.8104,-1.40033,-0.43207,0.05602
50,14.17099,-1.5675,-0.47317,0.06168
