2,11.33384,-1.86569,-0.22813,0.04005
3,11.32916,-1.38557,-0.36672,0.05012
5,11.19083,-0.93165,-0.48526,0.05836
10,10.84265,-0.18976,-0.69575,0.07495
25,11.83969,0.09353,-0.84451,0.08783
50,11.59208,1.00204,-1.10384,0.10762
