2,10.09256,-2.25031,0.01661,0.01544
3,9.3081,-1.21537,-0.25504,0.0359
5,9.02699,-0.47796,-0.46784,0.05263
10,10.23814,-1.23242,-0.27724,0.03685
25,11.68811,-1.612,-0.25239,0.03706
50,9.94772,0.31312,-0.73271,0.07222
