2,12.75884,-3.55763,0.21171,0.00678
3,12.36825,-2.82718,0.0082,0.02248
5,11.81456,-2.18321,-0.14397,0.03283
10,12.54028,-2.13586,-0.2044,0.03866
25,12.76532,-1.45996,-0.42819,0.05666
50,14.56743,-2.19263,-0.30685,0.04897
